id_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1369272,509400.0,7.0,RUE AFFRE,75018.0,59.0,4.0,2.355437,48.885499
2022-1369273,569500.0,9.0,RUE DE MONCEAU,75008.0,44.0,2.0,2.306414,48.875683
2022-1369274,12000.0,38.0,RUE PIERRE FONTAINE,75009.0,85.0,3.0,2.333605,48.8828
2022-1369275,474650.0,27.0,RUE DE LA CHINE,75020.0,45.0,2.0,2.398132,48.867923
2022-1369277,1500000.0,21.0,RUE DU BOURG TIBOURG,75004.0,107.0,5.0,2.355882,48.857406
2022-1369279,810200.0,7.0,RUE CHARLES RENOUVIER,75020.0,67.0,3.0,2.400544,48.861997
2022-1369280,226000.0,74.0,RUE JULIEN LACROIX,75020.0,18.0,1.0,2.382492,48.872562
2022-1369281,239700.0,224.0,BD PEREIRE,75017.0,43.0,2.0,2.285041,48.87884
2022-1369282,260000.0,46.0,RUE DES ORTEAUX,75020.0,27.0,1.0,2.403431,48.856139
2022-1369283,4500000.0,21.0,QUAI DE BOURBON,75004.0,90.0,4.0,2.354892,48.852877
2022-1369283,4500000.0,21.0,QUAI DE BOURBON,75004.0,80.0,2.0,2.354892,48.852877
2022-1369286,390000.0,42.0,RUE DE SAMBRE ET MEUSE,75010.0,50.0,2.0,2.373215,48.874374
2022-1369287,282510.0,13.0,RUE LABOIS ROUILLON,75019.0,19.0,2.0,2.371818,48.89353
2022-1369288,606500.0,49.0,RUE FESSART,75019.0,60.0,2.0,2.383263,48.876704
2022-1369289,390000.0,12.0,RUE DE L ABREUVOIR,75018.0,28.0,2.0,2.338833,48.888444
2022-1369290,260000.0,1.0,CITE GERMAIN PILON,75018.0,25.0,2.0,2.336293,48.88407
2022-1369291,890000.0,45.0,BD DE MAGENTA,75010.0,108.0,4.0,2.358782,48.872729
2022-1369292,113000.0,227.0,RUE MARCADET,75018.0,12.0,1.0,2.33138,48.891991
2022-1369293,548582.0,50.0,RUE REBEVAL,75019.0,56.0,3.0,2.379795,48.874651
2022-1369294,880000.0,31.0,RUE LA BRUYERE,75009.0,81.0,5.0,2.33397,48.879271
2022-1369295,580000.0,45.0,RUE RICHER,75009.0,65.0,6.0,2.343379,48.873741
2022-1369295,580000.0,45.0,RUE RICHER,75009.0,57.0,3.0,2.343379,48.873741
2022-1369296,610000.0,12.0,RUE DU CARDINAL MERCIER,75009.0,54.0,2.0,2.329988,48.880979
2022-1369297,255000.0,17.0,RUE JULIETTE LAMBER,75017.0,30.0,1.0,2.304857,48.888425
2022-1369298,565000.0,48.0,RUE DES VINAIGRIERS,75010.0,51.0,2.0,2.360463,48.873359
2022-1369300,507695.0,131.0,RUE DE CLIGNANCOURT,75018.0,56.0,3.0,2.348493,48.894072
2022-1369301,1065000.0,2.0,RUE BOCHART DE SARON,75009.0,80.0,3.0,2.343052,48.880406
2022-1369302,470000.0,127.0,RUE HAXO,75019.0,40.0,2.0,2.401971,48.877012
2022-1369303,745000.0,11.0,RUE DE LA CHINE,75020.0,71.0,3.0,2.398909,48.866793
2022-1369304,448500.0,15.0,RUE ALBERT ROUSSEL,75017.0,83.0,3.0,2.304959,48.892058
2022-1369305,175000.0,266.0,RUE DU FBG ST MARTIN,75010.0,22.0,1.0,2.368142,48.883057
2022-1369307,226000.0,52.0,RUE DES POISSONNIERS,75018.0,28.0,1.0,2.35218,48.889357
2022-1369308,337950.0,53.0,RUE PLANCHAT,75020.0,33.0,1.0,2.396073,48.855315
2022-1369310,430000.0,401.0,RUE DES PYRENEES,75020.0,41.0,3.0,2.38567,48.873726
2022-1369311,585000.0,22.0,RUE BOYER,75020.0,60.0,3.0,2.392675,48.868176
2022-1369312,260000.0,46.0,RUE NOTRE-DAME DE NAZARETH,75003.0,18.0,2.0,2.358064,48.867675
2022-1369313,536000.0,119.0,RUE MANIN,75019.0,67.0,3.0,2.388699,48.883747
2022-1369314,322320.0,129.0,BD MORTIER,75020.0,30.0,1.0,2.408031,48.873089
2022-1369316,310000.0,160.0,RUE CARDINET,75017.0,29.0,1.0,2.316697,48.889139
2022-1369317,220000.0,20.0,RUE VAUVENARGUES,75018.0,32.0,2.0,2.333727,48.893556
2022-1369318,335000.0,50.0,RUE DOUDEAUVILLE,75018.0,50.0,1.0,2.353936,48.888733
2022-1369319,442000.0,33.0,RUE DES CHAUFOURNIERS,75019.0,61.0,3.0,2.374763,48.877769
2022-1369320,1210000.0,15.0,RUE EUGENE FLACHAT,75017.0,116.0,4.0,2.299012,48.886788
2022-1369321,470000.0,26.0,RUE DES VIGNOLES,75020.0,42.0,3.0,2.399306,48.853433
2022-1369322,1103000.0,5.0,RUE ALBERT SAMAIN,75017.0,99.0,3.0,2.294033,48.886536
2022-1369324,705000.0,40.0,RUE DES MOINES,75017.0,64.0,3.0,2.320144,48.889191
2022-1369325,1860350.0,10.0,RUE DE LIEGE,75009.0,127.0,6.0,2.328115,48.879965
2022-1369326,337100.0,6.0,RUE DE BIRAGUE,75004.0,26.0,1.0,2.365149,48.85415
2022-1369327,125000.0,41.0,BD ORNANO,75018.0,18.0,1.0,2.346535,48.894918
2022-1369328,285000.0,35.0,RUE DE LA CHINE,75020.0,36.0,1.0,2.397508,48.868352
2022-1369329,177000.0,4.0,VLA GAGLIARDINI,75020.0,25.0,1.0,2.403191,48.875724
2022-1369330,455125.0,181.0,RUE ORDENER,75018.0,40.0,3.0,2.33563,48.893584
2022-1369331,358000.0,20.0,RUE CHAPPE,75018.0,29.0,1.0,2.342135,48.885074
2022-1369332,665000.0,257.0,RUE DU FBG ST MARTIN,75010.0,76.0,3.0,2.367238,48.883445
2022-1369334,505500.0,7.0,RUE JACQUES CARTIER,75018.0,53.0,2.0,2.32955,48.894147
2022-1369335,467000.0,21.0,PAS GAMBETTA,75020.0,61.0,3.0,2.401146,48.872822
2022-1369337,850000.0,8.0,RUE DU BOCCADOR,75008.0,63.0,2.0,2.303639,48.866435
2022-1369338,443500.0,4.0,PL JACQUES FROMENT,75018.0,39.0,2.0,2.331534,48.890772
2022-1369339,441000.0,21.0,RUE DE BERNE,75008.0,45.0,2.0,2.322789,48.88104
2022-1369340,435000.0,156.0,RUE DES PYRENEES,75020.0,51.0,2.0,2.401325,48.86035
2022-1369341,955000.0,7.0,BD PEREIRE,75017.0,73.0,4.0,2.312799,48.887394
2022-1369342,200000.0,16.0,PL DE LA CHAPELLE,75018.0,31.0,1.0,2.359936,48.885199
2022-1369345,1177650.0,42.0,RUE DE MAUBEUGE,75009.0,84.0,4.0,2.344502,48.877879
2022-1369346,270000.0,35.0,RUE GUERSANT,75017.0,21.0,1.0,2.288691,48.88168
2022-1369348,95000.0,21.0,AV NIEL,75017.0,13.0,1.0,2.294701,48.880607
2022-1369349,358500.0,20.0,RUE DE LA FELICITE,75017.0,32.0,2.0,2.310511,48.887
2022-1369350,380000.0,51.0,RUE DU MONT CENIS,75018.0,36.0,2.0,2.342891,48.890234
2022-1369351,360000.0,6.0,RUE TACLET,75020.0,33.0,1.0,2.398035,48.871135
2022-1369352,1382000.0,266.0,RUE MARCADET,75018.0,150.0,5.0,2.32866,48.893038
2022-1369354,950000.0,230.0,RUE DU FAUBOURG SAINT HONORE,75008.0,76.0,3.0,2.303375,48.876388
2022-1369355,333000.0,129.0,AV GAMBETTA,75020.0,16.0,1.0,2.401493,48.868693
2022-1369356,690700.0,29.0,RUE RAMEY,75018.0,74.0,3.0,2.346337,48.888532
2022-1369357,576000.0,14.0,RUE DE THIONVILLE,75019.0,62.0,3.0,2.382923,48.888432
2022-1369358,648200.0,11.0,RUE DE JOINVILLE,75019.0,65.0,3.0,2.37814,48.890476
2022-1369359,584035.0,4.0,VLA ORNANO,75018.0,50.0,3.0,2.345047,48.896307
2022-1369360,944000.0,39.0,RUE DES BATIGNOLLES,75017.0,74.0,4.0,2.319985,48.885226
2022-1369361,367000.0,63.0,RUE ORDENER,75018.0,40.0,2.0,2.350763,48.891045
2022-1369362,190000.0,1.0,RUE DE L AVENIR,75020.0,52.0,3.0,2.396072,48.871959
2022-1369364,103655.0,50.0,AV PTE DES POISSONNIERS,75018.0,18.0,1.0,2.35255,48.900565
2022-1369366,475000.0,24.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,43.0,3.0,2.333754,48.879083
2022-1369367,100000.0,34.0,RUE DE MONTHOLON,75009.0,15.0,1.0,2.34484,48.876753
2022-1369370,2508000.0,4.0,RUE GOUNOD,75017.0,161.0,5.0,2.300928,48.883168
2022-1369371,350000.0,121.0,RUE DU FBG DU TEMPLE,75010.0,32.0,2.0,2.374573,48.871773
2022-1369372,14040.0,6.0,RUE GUSTAVE ROUANET,75018.0,18.0,1.0,2.340625,48.896686
2022-1369373,2680000.0,46.0,QUAI HENRI IV,75004.0,193.0,6.0,2.361794,48.850359
2022-1369374,547000.0,17.0,RUE DU FBOURG MONTMARTRE,75009.0,40.0,2.0,2.342459,48.872759
2022-1369375,1644870.0,9.0,VC HAM DU DANUBE,75019.0,135.0,6.0,2.393213,48.881415
2022-1369376,730000.0,22.0,RUE DE NAVARIN,75009.0,44.0,3.0,2.338155,48.880031
2022-1369377,2120000.0,138.0,RUE DE COURCELLES,75017.0,161.0,5.0,2.300645,48.882002
2022-1369379,60000.0,154.0,BD DE MAGENTA,75010.0,18.0,1.0,2.3509,48.882459
2022-1369380,396990.0,53.0,RUE GANNERON,75018.0,40.0,2.0,2.327822,48.888973
2022-1369382,570000.0,10.0,RUE DREVET,75018.0,50.0,2.0,2.340779,48.885436
2022-1369383,310000.0,16.0,PL JACQUES BONSERGENT,75010.0,30.0,1.0,2.360843,48.87157
2022-1369384,192500.0,48.0,QUAI DE JEMMAPES,75010.0,17.0,1.0,2.367589,48.870641
2022-1369385,293500.0,6.0,RUE RAVIGNAN,75018.0,18.0,1.0,2.338041,48.885303
2022-1369386,447850.0,74.0,RUE DE MENILMONTANT,75020.0,40.0,2.0,2.390399,48.868511
2022-1369388,118750.0,13.0,RUE DES MURIERS,75020.0,12.0,1.0,2.391128,48.864722
2022-1369390,280000.0,180.0,RUE DES PYRENEES,75020.0,26.0,2.0,2.400451,48.862078
2022-1369391,630000.0,94.0,BD PEREIRE,75017.0,45.0,2.0,2.299455,48.886698
2022-1369392,520000.0,1.0,RUE JOSEPH DIJON,75018.0,44.0,3.0,2.347621,48.893569
2022-1369393,370000.0,105.0,RUE DE CLIGNANCOURT,75018.0,42.0,2.0,2.348435,48.891399
2022-1369394,530750.0,31.0,RUE BERTHE,75018.0,42.0,2.0,2.340262,48.885294
2022-1369395,340000.0,67.0,RUE DE BUZENVAL,75020.0,18.0,1.0,2.40023,48.853154
2022-1369395,340000.0,67.0,RUE DE BUZENVAL,75020.0,26.0,2.0,2.40023,48.853154
2022-1369396,875000.0,72.0,QUAI DE LA LOIRE,75019.0,102.0,5.0,2.377729,48.886414
2022-1369397,305000.0,5.0,RUE ORDENER,75018.0,35.0,2.0,2.35884,48.890016
2022-1369398,251500.0,18.0,RUE DUSSOUBS,75002.0,21.0,2.0,2.348925,48.86546
2022-1369399,1815000.0,64.0,RUE JEAN JACQUES ROUSSEAU,75001.0,106.0,4.0,2.344032,48.864042
2022-1369400,895000.0,3.0,RUE DE NANTES,75019.0,82.0,3.0,2.382961,48.891109
2022-1369401,362000.0,1.0,PAS PLANTIN,75020.0,39.0,2.0,2.38805,48.871551
2022-1369403,185870.0,71.0,RUE MARX DORMOY,75018.0,18.0,1.0,2.359337,48.889968
2022-1369404,449300.0,10.0,RUE GUSTAVE ROUANET,75018.0,78.0,2.0,2.340625,48.896686
2022-1369405,606500.0,36.0,RUE DE POITOU,75003.0,50.0,2.0,2.362026,48.861801
2022-1369406,1150000.0,85.0,RUE MANIN,75019.0,102.0,4.0,2.384454,48.883095
2022-1369407,1203000.0,38.0,RUE TRUFFAUT,75017.0,111.0,5.0,2.321624,48.885985
2022-1369408,550000.0,2.0,RUE BARRELET DE RICOU,75019.0,51.0,2.0,2.378491,48.876748
2022-1369409,242500.0,8.0,BD DE LA MADELEINE,75009.0,20.0,1.0,2.326914,48.870127
2022-1369411,15000.0,5.0,RUE BURQ,75018.0,44.0,2.0,2.335837,48.885978
2022-1369412,303000.0,66.0,RUE DU FBG ST MARTIN,75010.0,28.0,2.0,2.357589,48.871291
2022-1369414,160000.0,4.0,RUE DE L AISNE,75019.0,57.0,4.0,2.382408,48.890859
2022-1369415,415000.0,20.0,RUE DE L OURCQ,75019.0,41.0,2.0,2.384265,48.888985
2022-1369418,902950.0,19.0,RUE VERNIER,75017.0,82.0,4.0,2.290496,48.884267
2022-1369419,285000.0,314.0,RUE SAINT MARTIN,75003.0,24.0,1.0,2.355635,48.867972
2022-1369420,996420.0,25.0,PAS DUBAIL,75010.0,94.0,4.0,2.360656,48.873691
2022-1369421,800000.0,137.0,RUE CARDINET,75017.0,30.0,2.0,2.313107,48.886816
2022-1369423,699000.0,54.0,RUE DE BUZENVAL,75020.0,71.0,2.0,2.401511,48.85209
2022-1369424,890000.0,79.0,RUE DES GRANDS CHAMPS,75020.0,95.0,4.0,2.406002,48.851603
2022-1369425,756500.0,100.0,RUE BLANCHE,75009.0,43.0,2.0,2.332478,48.883142
2022-1369427,620000.0,76.0,RUE DU VERTBOIS,75003.0,53.0,2.0,2.355225,48.86775
2022-1369428,1748500.0,24.0,RUE PIERRE SEMARD,75009.0,145.0,5.0,2.348124,48.878422
2022-1369429,1650500.0,4.0,RUE TRONCHET,75008.0,145.0,4.0,2.325824,48.871161
2022-1369430,1298000.0,25.0,AV DE WAGRAM,75017.0,97.0,5.0,2.296181,48.876532
2022-1369431,570000.0,6.0,PL EMILE LANDRIN,75020.0,51.0,2.0,2.400666,48.864149
2022-1369432,535600.0,33.0,RUE LA CONDAMINE,75017.0,45.0,2.0,2.322957,48.88656
2022-1369433,353750.0,10.0,RUE DU DOCTEUR POTAIN,75019.0,40.0,2.0,2.398173,48.876057
2022-1369434,355501.0,54.0,RUE DAVY,75017.0,35.0,3.0,2.323146,48.891829
2022-1369435,915000.0,64.0,RUE JEAN JACQUES ROUSSEAU,75001.0,109.0,3.0,2.344032,48.864042
2022-1369436,274900.0,16.0,RUE LE BUA,75020.0,24.0,1.0,2.403976,48.86658
2022-1369437,537000.0,15.0,BD DE LA VILLETTE,75010.0,56.0,4.0,2.375521,48.872827
2022-1369438,800000.0,11.0,RUE TAYLOR,75010.0,81.0,4.0,2.359217,48.870174
2022-1369438,800000.0,11.0,RUE TAYLOR,75010.0,81.0,4.0,2.359217,48.870174
2022-1369439,385000.0,1.0,RUE CASTEX,75004.0,30.0,1.0,2.3656,48.852542
2022-1369440,534800.0,31.0,RUE LEMERCIER,75017.0,58.0,3.0,2.323166,48.886517
2022-1369441,397830.0,35.0,RUE DE LA CR DES NOUES,75020.0,35.0,2.0,2.401108,48.864192
2022-1369442,218500.0,14.0,RUE VERON,75018.0,23.0,1.0,2.336604,48.884621
2022-1369447,118100.0,7.0,RUE LAMBERT,75018.0,12.0,1.0,2.345669,48.888374
2022-1369448,277950.0,10.0,RUE LEOPOLD BELLAN,75002.0,22.0,1.0,2.346576,48.866609
2022-1369449,210000.0,5.0,RUE PIERRE L ERMITE,75018.0,35.0,2.0,2.354887,48.885568
2022-1369450,430000.0,62.0,RUE DE DUNKERQUE,75009.0,37.0,2.0,2.347101,48.882063
2022-1369451,315000.0,15.0,RUE ANGELIQUE COMPOINT,75018.0,30.0,2.0,2.334884,48.897353
2022-1369451,315000.0,15.0,RUE ANGELIQUE COMPOINT,75018.0,21.0,2.0,2.334884,48.897353
2022-1369452,390000.0,9.0,RUE DU DOCTEUR HEULIN,75017.0,37.0,2.0,2.322655,48.889939
2022-1369454,850000.0,21.0,RUE DES FILLES DU CALVAIRE,75003.0,70.0,3.0,2.365982,48.863299
2022-1369456,257000.0,59.0,RUE DE CLIGNANCOURT,75018.0,23.0,2.0,2.347643,48.88779
2022-1369457,1000000.0,38.0,RUE BRUNEL,75017.0,84.0,3.0,2.288312,48.878768
2022-1369458,235200.0,114.0,RUE DES MOINES,75017.0,23.0,2.0,2.323313,48.892953
2022-1369459,549000.0,14.0,RUE DE CHABROL,75010.0,45.0,1.0,2.354478,48.876972
2022-1369459,549000.0,14.0,RUE DE CHABROL,75010.0,7.0,1.0,2.354478,48.876972
2022-1369460,1450000.0,57.0,RUE DE ROME,75008.0,117.0,6.0,2.321657,48.879211
2022-1369461,331000.0,30.0,RUE NOLLET,75017.0,29.0,2.0,2.323289,48.886047
2022-1369464,1050000.0,16.0,RUE DE JOINVILLE,75019.0,105.0,5.0,2.379815,48.890269
2022-1369465,834550.0,20.0,RUE DES ACACIAS,75017.0,66.0,2.0,2.291405,48.876284
2022-1369466,700000.0,8.0,AV FRANKLIN D ROOSEVELT,75008.0,44.0,2.0,2.310326,48.870581
2022-1369468,730000.0,4.0,RUE DE MOSCOU,75008.0,60.0,3.0,2.326696,48.879939
2022-1369469,235000.0,56.0,RUE DE RICHELIEU,75001.0,18.0,1.0,2.337476,48.866524
2022-1369471,1095000.0,182.0,RUE DU FAUBOURG SAINT HONORE,75008.0,97.0,4.0,2.307488,48.874534
2022-1369472,759400.0,7.0,RUE FROISSART,75003.0,60.0,3.0,2.365965,48.861336
2022-1369473,470000.0,9.0,BD DE LA VILLETTE,75010.0,42.0,3.0,2.37589,48.872665
2022-1369474,310000.0,88.0,RUE DU RUISSEAU,75018.0,30.0,2.0,2.341722,48.895985
2022-1369475,636007.0,36.0,AV DE CLICHY,75018.0,53.0,3.0,2.326778,48.885794
2022-1369476,180000.0,22.0,RUE ARTHUR ROZIER,75019.0,20.0,1.0,2.39116,48.878623
2022-1369477,1427264.0,17.0,RUE CAMBACERES,75008.0,110.0,4.0,2.317577,48.872792
2022-1369478,199000.0,4.0,RUE HENRI FEULARD,75010.0,15.0,1.0,2.373027,48.874854
2022-1369479,337000.0,8.0,RUE LEBOUTEUX,75017.0,40.0,2.0,2.316054,48.883653
2022-1369481,199000.0,30.0,RUE SIMART,75018.0,20.0,2.0,2.347268,48.891638
2022-1369482,210000.0,29.0,RUE BOISSY D ANGLAS,75008.0,13.0,1.0,2.322001,48.869528
2022-1369483,436000.0,10.0,RUE JACQUEMONT,75017.0,39.0,3.0,2.322599,48.888364
2022-1369484,400000.0,23.0,RUE SIMART,75018.0,35.0,2.0,2.347426,48.89077
2022-1369485,195000.0,24.0,RUE RODIER,75009.0,20.0,1.0,2.343195,48.878371
2022-1369486,472010.0,136.0,RUE CHAMPIONNET,75018.0,45.0,2.0,2.337042,48.89574
2022-1369487,720000.0,35.0,RUE VAUVENARGUES,75018.0,70.0,3.0,2.331722,48.894398
2022-1369488,450000.0,124.0,AV DE SAINT OUEN,75018.0,44.0,2.0,2.328563,48.895261
2022-1369489,322900.0,74.0,RUE LABAT,75018.0,34.0,2.0,2.345257,48.888784
2022-1369490,290000.0,49.0,RUE DE L AQUEDUC,75010.0,88.0,4.0,2.364994,48.883097
2022-1369491,256000.0,102.0,RUE DES PYRENEES,75020.0,25.0,1.0,2.405381,48.855896
2022-1369492,303000.0,17.0,RUE SIMART,75018.0,35.0,2.0,2.348011,48.890547
2022-1369493,705438.0,6.0,RUE DE BELLEVILLE,75020.0,64.0,4.0,2.37782,48.872034
2022-1369494,915000.0,115.0,BD DE SEBASTOPOL,75002.0,72.0,4.0,2.352717,48.867341
2022-1369495,625000.0,21.0,RUE MARC SEGUIN,75018.0,77.0,3.0,2.362636,48.891841
2022-1369496,275000.0,41.0,RUE CHAMPIONNET,75018.0,23.0,2.0,2.348497,48.895401
2022-1369497,1747500.0,39.0,RUE PIAT,75020.0,15.0,1.0,2.384272,48.872253
2022-1369497,1747500.0,39.0,RUE PIAT,75020.0,40.0,1.0,2.384272,48.872253
2022-1369497,1747500.0,39.0,RUE PIAT,75020.0,25.0,1.0,2.384272,48.872253
2022-1369497,1747500.0,39.0,RUE PIAT,75020.0,20.0,2.0,2.384272,48.872253
2022-1369497,1747500.0,39.0,RUE PIAT,75020.0,13.0,1.0,2.384272,48.872253
2022-1369498,160000.0,18.0,AV SECRETAN,75019.0,15.0,1.0,2.371534,48.881797
2022-1369499,273000.0,28.0,RUE MANIN,75019.0,31.0,2.0,2.388884,48.883219
2022-1369502,1345000.0,31.0,RUE BEAUREPAIRE,75010.0,113.0,5.0,2.364063,48.871499
2022-1369502,1345000.0,31.0,RUE BEAUREPAIRE,75010.0,95.0,5.0,2.364063,48.871499
2022-1369503,12000.0,6.0,RUE DU DEBARCADERE,75017.0,37.0,3.0,2.287212,48.878329
2022-1369503,12000.0,6.0,RUE DU DEBARCADERE,75017.0,36.0,3.0,2.287212,48.878329
2022-1369504,255000.0,32.0,AV DE SAINT OUEN,75018.0,25.0,2.0,2.326511,48.889097
2022-1369505,230000.0,41.0,BD DE LA VILLETTE,75010.0,21.0,1.0,2.373304,48.874807
2022-1369508,227500.0,32.0,RUE DES ENVIERGES,75020.0,27.0,1.0,2.387518,48.872036
2022-1369510,218000.0,17.0,RUE DE SUEZ,75018.0,26.0,2.0,2.351792,48.887171
2022-1369512,337500.0,8.0,RUE DE LA PY,75020.0,32.0,2.0,2.407201,48.864172
2022-1369513,490000.0,75.0,RUE DES PRAIRIES,75020.0,73.0,3.0,2.400869,48.863563
2022-1369514,323000.0,50.0,RUE CONDORCET,75009.0,17.0,2.0,2.34334,48.880494
2022-1369515,600000.0,10.0,RUE DES TERNES,75017.0,52.0,2.0,2.289105,48.881146
2022-1369516,2100.0,86.0,RUE LEMERCIER,75017.0,50.0,2.0,2.320112,48.888842
2022-1369517,740000.0,39.0,RUE DES DAMES,75017.0,26.0,2.0,2.323337,48.883965
2022-1369518,138000.0,20.0,RUE MAZAGRAN,75010.0,26.0,1.0,2.352279,48.87088
2022-1369519,1050000.0,43.0,RUE LAFFITTE,75009.0,100.0,3.0,2.338228,48.875285
2022-1369520,705000.0,195.0,RUE DU FBG ST MARTIN,75010.0,83.0,3.0,2.363111,48.879795
2022-1369521,740000.0,108.0,QUAI DE JEMMAPES,75010.0,71.0,3.0,2.364127,48.874505
2022-1369522,192000.0,14.0,RUE GUSTAVE CHARPENTIER,75017.0,30.0,1.0,2.280998,48.881305
2022-1369523,508000.0,6.0,PL EMILE LANDRIN,75020.0,54.0,2.0,2.400666,48.864149
2022-1369524,803000.0,89.0,RUE SAINT FARGEAU,75020.0,88.0,5.0,2.407492,48.872977
2022-1369525,306415.0,3.0,RUE DE BIRAGUE,75004.0,25.0,2.0,2.364826,48.854267
2022-1369527,280000.0,75.0,RUE REBEVAL,75019.0,35.0,2.0,2.381668,48.874568
2022-1369528,916000.0,15.0,ALL ANNE DE BEAUJEU,75019.0,95.0,4.0,2.373065,48.879301
2022-1369529,910000.0,43.0,RUE DE CONSTANTINOPLE,75008.0,71.0,4.0,2.317198,48.880888
2022-1369530,255000.0,12.0,RUE TRUFFAUT,75017.0,25.0,1.0,2.323218,48.884695
2022-1369531,380000.0,5.0,RUE DU DOBROPOL,75017.0,38.0,2.0,2.285618,48.882615
2022-1369532,775000.0,56.0,RUE NOTRE-DAME DE NAZARETH,75003.0,59.0,3.0,2.357551,48.867876
2022-1369536,165000.0,4.0,RUE DAVY,75017.0,18.0,2.0,2.326133,48.890899
2022-1369537,378000.0,54.0,RUE DES TROIS FRERES,75018.0,30.0,3.0,2.338759,48.885615
2022-1369538,543300.0,14.0,PAS LATHUILLE,75018.0,60.0,3.0,2.328022,48.884655
2022-1369540,762000.0,135.0,RUE DE BELLEVILLE,75019.0,65.0,3.0,2.388846,48.87518
2022-1369541,229000.0,3.0,IMP DES DEUX NETHES,75018.0,24.0,1.0,2.32684,48.885565
2022-1369542,1655000.0,29.0,RUE COQUILLIERE,75001.0,115.0,4.0,2.341528,48.864102
2022-1369544,380950.0,17.0,RUE HENRY MONNIER,75009.0,38.0,2.0,2.337065,48.880128
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,24.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,29.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,30.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,47.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,32.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,24.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,25.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,23.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,27.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,32.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,56.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,30.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,32.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,30.0,1.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,30.0,2.0,2.381649,48.885406
2022-1369545,4500000.0,112.0,RUE DE MEAUX,75019.0,24.0,1.0,2.381649,48.885406
2022-1369547,1025000.0,7.0,RUE ALEXANDRE PARODI,75010.0,88.0,4.0,2.365705,48.879419
2022-1369549,713850.0,9.0,RUE DU DELTA,75009.0,68.0,2.0,2.348256,48.882139
2022-1369550,3305357.0,42.0,RUE DES GRAVILLIERS,75003.0,140.0,4.0,2.356099,48.864154
2022-1369551,449080.0,143.0,RUE MANIN,75019.0,53.0,2.0,2.392548,48.885312
2022-1369552,149700.0,64.0,RUE BERZELIUS,75017.0,17.0,1.0,2.320252,48.894724
2022-1369554,1766400.0,56.0,RUE DES ARCHIVES,75004.0,105.0,6.0,2.356896,48.859952
2022-1369555,1476400.0,57.0,AV DE VILLIERS,75017.0,224.0,5.0,2.306162,48.883169
2022-1369555,1476400.0,57.0,AV DE VILLIERS,75017.0,112.0,3.0,2.306162,48.883169
2022-1369556,410000.0,37.0,BD ORNANO,75018.0,65.0,3.0,2.346847,48.894498
2022-1369557,808200.0,5.0,RUE HELENE,75017.0,64.0,3.0,2.325415,48.886369
2022-1369557,808200.0,5.0,RUE HELENE,75017.0,110.0,4.0,2.325415,48.886369
2022-1369558,357450.0,75.0,RUE DOUDEAUVILLE,75018.0,17.0,2.0,2.350182,48.888146
2022-1369558,357450.0,75.0,RUE DOUDEAUVILLE,75018.0,14.0,1.0,2.350182,48.888146
2022-1369559,270000.0,7.0,RUE DE BIZERTE,75017.0,23.0,1.0,2.323029,48.88485
2022-1369560,647500.0,117.0,RUE DU MONT CENIS,75018.0,49.0,3.0,2.345676,48.895316
2022-1369561,1075000.0,50.0,RUE TRUFFAUT,75017.0,75.0,4.0,2.321003,48.88648
2022-1369562,902250.0,119.0,RUE MANIN,75019.0,73.0,3.0,2.388699,48.883747
2022-1369563,699550.0,100.0,RUE SAUSSURE,75017.0,60.0,3.0,2.312291,48.887341
2022-1369564,1200000.0,85.0,RUE DU FAUBOURG SAINT HONORE,75008.0,46.0,2.0,2.313537,48.871632
2022-1369565,689900.0,225.0,AV GAMBETTA,75020.0,91.0,4.0,2.40517,48.874472
2022-1369566,3222000.0,18.0,RUE PERREE,75003.0,153.0,5.0,2.360735,48.865103
2022-1369568,330000.0,10.0,RUE VERSIGNY,75018.0,27.0,2.0,2.344187,48.894858
