id_mutation,type_local,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1371465,Appartement,960000.0,57.0,PAS DES PANORAMAS,75002.0,63.0,2.0,2.341668,48.871263
2022-1371479,Appartement,550000.0,45.0,RUE DE LANCRY,75010.0,55.0,2.0,2.361547,48.871402
2022-1371482,Appartement,425000.0,1.0,RUE DU SURMELIN,75020.0,53.0,2.0,2.401894,48.868257
2022-1371485,Appartement,229218.0,56.0,RUE CHAPON,75003.0,23.0,1.0,2.353785,48.864262
2022-1371489,Appartement,1525000.0,48.0,RUE LAFFITTE,75009.0,125.0,5.0,2.338636,48.874927
2022-1371492,Appartement,163000.0,39.0,RUE LACROIX,75017.0,20.0,1.0,2.323081,48.891122
2022-1371494,Appartement,498800.0,74.0,RUE BELGRAND,75020.0,50.0,3.0,2.407017,48.864425
2022-1371497,Appartement,151340.0,13.0,RUE DU DOCTEUR HEULIN,75017.0,13.0,1.0,2.322855,48.890095
2022-1371500,Appartement,426040.0,26.0,RUE RAMBUTEAU,75003.0,23.0,1.0,2.35419,48.861234
2022-1371501,Appartement,285000.0,12.0,RUE BERGER,75001.0,23.0,1.0,2.348303,48.861062
2022-1371502,Appartement,77000.0,157.0,RUE DE BAGNOLET,75020.0,8.0,1.0,2.40692,48.863238
2022-1371509,Appartement,165000.0,35.0,RUE DU TRANSVAAL,75020.0,22.0,1.0,2.388952,48.872017
2022-1371516,Appartement,650000.0,15.0,PL DU TERTRE,75018.0,38.0,2.0,2.340287,48.886575
2022-1371518,Appartement,475000.0,15.0,AV DE FRIEDLAND,75008.0,38.0,1.0,2.303058,48.874251
2022-1371520,Appartement,227650.0,22.0,AV DE SAINT OUEN,75018.0,22.0,1.0,2.326738,48.888353
2022-1371522,Appartement,59900.0,3.0,RUE CIVIALE,75010.0,6.0,1.0,2.375775,48.872366
2022-1371536,Appartement,378850.0,28.0,BD DE SEBASTOPOL,75004.0,27.0,2.0,2.350002,48.861011
2022-1371545,Appartement,125000.0,41.0,RUE DE L ECHIQUIER,75010.0,11.0,1.0,2.349023,48.871354
2022-1371549,Appartement,2750000.0,210.0,RUE DE RIVOLI,75001.0,161.0,5.0,2.330051,48.864697
2022-1371552,Appartement,82000.0,12.0,RUE JEAN POULMARCH,75010.0,11.0,1.0,2.363519,48.872549
2022-1371559,Appartement,255000.0,27.0,RUE SAUSSURE,75017.0,36.0,3.0,2.315997,48.884251
2022-1371561,Appartement,426640.0,218.0,RUE SAINT MAUR,75010.0,35.0,1.0,2.370668,48.87355
2022-1371563,Appartement,1995000.0,217.0,RUE SAINT-HONORE,75001.0,102.0,3.0,2.330343,48.865316
2022-1371566,Appartement,448050.0,1.0,RUE PIXERECOURT,75020.0,45.0,2.0,2.394878,48.870454
2022-1371571,Appartement,133000.0,11.0,RUE COUSTOU,75018.0,12.0,1.0,2.333649,48.884224
2022-1371582,Appartement,286000.0,108.0,BD DE MENILMONTANT,75020.0,24.0,2.0,2.3852,48.865502
2022-1371587,Appartement,440000.0,4.0,RUE MARTEL,75010.0,37.0,2.0,2.353397,48.873419
2022-1371593,Maison,1626000.0,19.0,RUE PIERRE FONTAINE,75009.0,100.0,4.0,2.333878,48.881474
2022-1371598,Appartement,577600.0,89.0,RUE VILLIERS ISLE ADAM,75020.0,56.0,3.0,2.398248,48.868601
2022-1371601,Appartement,300480.0,14.0,RUE DE BERNE,75008.0,25.0,2.0,2.323552,48.880863
2022-1371604,Appartement,180000.0,51.0,RUE MYRHA,75018.0,14.0,1.0,2.352158,48.886731
2022-1371605,Appartement,400000.0,184.0,QUAI DE JEMMAPES,75010.0,50.0,3.0,2.368422,48.879573
2022-1371608,Appartement,296000.0,243.0,RUE DU FBG ST MARTIN,75010.0,26.0,2.0,2.36682,48.882728
2022-1371615,Appartement,454500.0,347.0,RUE SAINT MARTIN,75003.0,56.0,3.0,2.354762,48.868367
2022-1371621,Appartement,345000.0,136.0,RUE CHAMPIONNET,75018.0,44.0,2.0,2.337042,48.89574
2022-1371625,Appartement,360000.0,24.0,RUE SAINT CLAUDE,75003.0,24.0,1.0,2.365163,48.860294
2022-1371628,Appartement,221460.0,62.0,RUE PIERRE DEMOURS,75017.0,22.0,1.0,2.296848,48.882037
2022-1371634,Appartement,217590.0,13.0,RUE SAINT-LAZARE,75009.0,28.0,2.0,2.337589,48.876592
2022-1371647,Appartement,820868.0,34.0,RUE D ABOUKIR,75002.0,65.0,4.0,2.344899,48.866969
2022-1371648,Appartement,370000.0,4.0,RUE YVES TOUDIC,75010.0,40.0,2.0,2.365319,48.868555
2022-1371650,Appartement,194170.0,12.0,RUE DES MOULINS,75001.0,15.0,1.0,2.33528,48.866898
2022-1371656,Appartement,328260.0,148.0,RUE LEGENDRE,75017.0,30.0,2.0,2.324203,48.889946
2022-1371659,Appartement,284000.0,41.0,RUE DES PETITS CHAMPS,75001.0,30.0,2.0,2.336053,48.86679
2022-1371662,Appartement,437800.0,25.0,RUE FREDERICK LEMAITRE,75020.0,47.0,2.0,2.392627,48.874483
2022-1371667,Appartement,1550000.0,33.0,AV DE VILLIERS,75017.0,110.0,4.0,2.308634,48.882779
2022-1371678,Appartement,1110000.0,8.0,RUE DES VIGNOLES,75020.0,130.0,4.0,2.398058,48.85308
2022-1371680,Appartement,125000.0,4.0,PL DE CLICHY,75009.0,12.0,1.0,2.327967,48.883307
2022-1371682,Appartement,247500.0,3.0,RUE LA CONDAMINE,75017.0,25.0,1.0,2.324527,48.88764
2022-1371683,Appartement,532600.0,16.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,42.0,2.0,2.333113,48.878689
2022-1371691,Appartement,1565350.0,88.0,RUE LA FAYETTE,75009.0,124.0,4.0,2.348086,48.876772
2022-1371693,Appartement,185070.0,127.0,AV JEAN JAURES,75019.0,19.0,1.0,2.382817,48.886503
2022-1371695,Appartement,120000.0,73.0,RUE LABAT,75018.0,13.0,1.0,2.345414,48.888469
2022-1371698,Appartement,162000.0,7.0,VLA GAGLIARDINI,75020.0,22.0,1.0,2.403191,48.875724
2022-1371703,Appartement,130000.0,21.0,RUE DES SOLITAIRES,75019.0,15.0,1.0,2.389545,48.876981
2022-1371704,Appartement,160000.0,36.0,RUE POLONCEAU,75018.0,20.0,1.0,2.351844,48.886043
2022-1371714,Appartement,150000.0,138.0,BD DE CHARONNE,75020.0,18.0,1.0,2.395424,48.856051
2022-1371716,Appartement,168000.0,5.0,RUE DE BIZERTE,75017.0,16.0,1.0,2.323221,48.884931
2022-1371717,Appartement,360000.0,98.0,RUE DOUDEAUVILLE,75018.0,32.0,1.0,2.348922,48.88862
2022-1371724,Appartement,289500.0,33.0,RUE VITRUVE,75020.0,27.0,2.0,2.403529,48.857602
2022-1371725,Appartement,156000.0,52.0,RUE CHAMPIONNET,75018.0,16.0,1.0,2.347709,48.895824
2022-1371728,Appartement,245850.0,95.0,RUE LA FAYETTE,75010.0,20.0,1.0,2.349562,48.87759
2022-1371736,Appartement,244000.0,6.0,RUE YVONNE LE TAC,75018.0,15.0,1.0,2.340967,48.884239
2022-1371738,Appartement,204000.0,64.0,RUE MARX DORMOY,75018.0,23.0,1.0,2.360281,48.888853
2022-1371741,Appartement,131000.0,4.0,RUE DE MONBEL,75017.0,12.0,1.0,2.308712,48.887187
2022-1371743,Appartement,1288260.0,78.0,RUE DU TEMPLE,75003.0,91.0,4.0,2.356989,48.861622
2022-1371745,Appartement,222857.0,6.0,IMP DE LA DEFENSE,75018.0,17.0,1.0,2.327364,48.885267
2022-1371747,Appartement,465000.0,35.0,RUE NOLLET,75017.0,39.0,3.0,2.322367,48.886191
2022-1371748,Appartement,107900.0,45.0,RUE DES EPINETTES,75017.0,11.0,1.0,2.322921,48.8962
2022-1371751,Appartement,806000.0,178.0,BD PEREIRE,75017.0,68.0,4.0,2.291011,48.882081
2022-1371754,Appartement,178000.0,39.0,RUE DES GRAVILLIERS,75003.0,17.0,1.0,2.355544,48.863993
2022-1371759,Appartement,245000.0,14.0,PAS RAMEY,75018.0,26.0,1.0,2.347764,48.889979
2022-1371760,Appartement,589000.0,32.0,RUE DES BLANCS MANTEAUX,75004.0,42.0,3.0,2.355836,48.85965
2022-1371761,Appartement,330000.0,12.0,RUE DE L ENCHEVAL,75019.0,37.0,2.0,2.389363,48.878997
2022-1371763,Appartement,176000.0,4.0,RUE MELINGUE,75019.0,17.0,1.0,2.386267,48.874785
2022-1371768,Appartement,540000.0,123.0,RUE LAMARCK,75018.0,62.0,3.0,2.330432,48.890862
2022-1371770,Appartement,640000.0,26.0,RUE DU PRINTEMPS,75017.0,59.0,4.0,2.310121,48.887394
2022-1371773,Appartement,445000.0,5.0,RUE GUY PATIN,75010.0,56.0,2.0,2.35085,48.88288
2022-1371775,Appartement,589720.0,5.0,RUE MANDAR,75002.0,55.0,3.0,2.346067,48.865539
2022-1371781,Appartement,210000.0,13.0,RUE GANNERON,75018.0,24.0,1.0,2.327321,48.886705
2022-1371788,Appartement,290000.0,64.0,AV SIMON BOLIVAR,75019.0,27.0,1.0,2.376731,48.87668
2022-1371791,Appartement,622500.0,3.0,RUE NOBEL,75018.0,50.0,3.0,2.341266,48.890052
2022-1371797,Appartement,611000.0,31.0,RUE VERON,75018.0,44.0,3.0,2.334795,48.885029
2022-1371805,Appartement,212000.0,60.0,RUE QUINCAMPOIX,75004.0,16.0,1.0,2.351072,48.861445
2022-1371807,Appartement,270500.0,68.0,RUE MSTISLAV ROSTROPOVITCH,75017.0,20.0,1.0,2.310957,48.891365
2022-1371815,Appartement,197000.0,29.0,RUE STEPHENSON,75018.0,20.0,2.0,2.356091,48.887182
2022-1371817,Appartement,108000.0,12.0,BD POISSONNIERE,75009.0,10.0,1.0,2.346838,48.871371
2022-1371823,Appartement,238000.0,10.0,BD DE MAGENTA,75010.0,29.0,2.0,2.362597,48.869544
2022-1371830,Appartement,1594330.0,24.0,RUE CLAUDE POUILLET,75017.0,115.0,4.0,2.31482,48.884344
2022-1371833,Appartement,163800.0,29.0,AV DE SAINT-OUEN,75017.0,13.0,1.0,2.326004,48.889465
2022-1371845,Appartement,350000.0,4.0,RUE ROBERVAL,75017.0,30.0,2.0,2.322145,48.894534
2022-1371852,Appartement,430000.0,36.0,RUE ST LOUIS EN L ILE,75004.0,43.0,1.0,2.357333,48.851777
2022-1371853,Appartement,246000.0,9.0,RUE DES FONTAINES DU TEMPLE,75003.0,19.0,1.0,2.359065,48.86548
2022-1371855,Appartement,135000.0,83.0,BD DAVOUT,75020.0,17.0,1.0,2.410031,48.854423
2022-1371860,Appartement,369700.0,4.0,RUE TURGOT,75009.0,38.0,2.0,2.345725,48.88009
2022-1371862,Appartement,185714.0,29.0,RUE TRUFFAUT,75017.0,20.0,1.0,2.321655,48.885565
2022-1371865,Appartement,440000.0,17.0,RUE D HAUTPOUL,75019.0,49.0,2.0,2.388183,48.881564
2022-1371876,Appartement,175000.0,141.0,RUE LAMARCK,75018.0,15.0,1.0,2.328125,48.891056
2022-1371880,Appartement,311000.0,7.0,RUE DU DEPARTEMENT,75019.0,34.0,2.0,2.366797,48.884989
2022-1371884,Appartement,230000.0,5.0,RUE DU CROISSANT,75002.0,20.0,1.0,2.34494,48.86859
2022-1371886,Appartement,440000.0,25.0,RUE QUINCAMPOIX,75004.0,28.0,1.0,2.349881,48.860054
2022-1371896,Appartement,915000.0,30.0,RUE SAINT-DENIS,75001.0,63.0,2.0,2.34847,48.859947
2022-1371897,Appartement,335000.0,28.0,RUE BRUNEL,75017.0,30.0,1.0,2.288618,48.877578
2022-1371898,Appartement,583600.0,6.0,RUE DE PARADIS,75010.0,55.0,3.0,2.35482,48.874753
2022-1371905,Appartement,215500.0,9.0,RUE ROBERT PLANQUETTE,75018.0,20.0,1.0,2.335387,48.884776
2022-1371906,Appartement,139000.0,37.0,RUE D HAUTEVILLE,75010.0,10.0,1.0,2.350202,48.873724
2022-1371907,Appartement,235000.0,103.0,RUE DU FBG DU TEMPLE,75010.0,19.0,1.0,2.373599,48.87113
2022-1371908,Appartement,160000.0,15.0,RUE CONSTANCE,75018.0,12.0,1.0,2.333333,48.885951
2022-1371909,Appartement,298000.0,5.0,AV GAMBETTA,75020.0,40.0,1.0,2.389148,48.863529
2022-1371914,Appartement,618900.0,91.0,RUE D ABOUKIR,75002.0,50.0,2.0,2.348239,48.868329
2022-1371916,Appartement,371700.0,29.0,BD DE LA VILLETTE,75010.0,32.0,2.0,2.374504,48.873706
2022-1371917,Appartement,105000.0,41.0,RUE STENDHAL,75020.0,13.0,1.0,2.40049,48.862516
2022-1371918,Appartement,428101.0,8.0,RUE GUSTAVE ROUANET,75018.0,46.0,2.0,2.340625,48.896686
2022-1371919,Appartement,68400.0,119.0,RUE DE CRIMEE,75019.0,8.0,1.0,2.382252,48.885709
2022-1371925,Appartement,130000.0,6.0,IMP DE LA DEFENSE,75018.0,10.0,1.0,2.327364,48.885267
2022-1371926,Appartement,385000.0,36.0,RUE LOUIS BLANC,75010.0,39.0,2.0,2.364769,48.881521
2022-1371927,Appartement,1187500.0,11.0,RUE DU CHEVALIER DE ST-GEORGE,75008.0,109.0,4.0,2.324926,48.868832
2022-1371932,Appartement,390000.0,34.0,AV DE SAINT OUEN,75018.0,37.0,2.0,2.32676,48.889097
2022-1371934,Appartement,150000.0,48.0,RUE LEGENDRE,75017.0,15.0,1.0,2.315751,48.884839
2022-1371939,Appartement,337500.0,64.0,RUE JULIEN LACROIX,75020.0,32.0,2.0,2.382979,48.871733
2022-1371943,Appartement,300000.0,52.0,RUE DES PRAIRIES,75020.0,30.0,2.0,2.401858,48.863547
2022-1371945,Appartement,585000.0,41.0,RUE DU FBG DU TEMPLE,75010.0,70.0,3.0,2.368589,48.86952
2022-1371948,Appartement,430000.0,63.0,RUE DES VINAIGRIERS,75010.0,50.0,2.0,2.35831,48.873139
2022-1371962,Maison,3300000.0,1.0,RUE ST LOUIS EN L ILE,75004.0,139.0,4.0,2.359893,48.850554
2022-1371965,Appartement,415000.0,5.0,COUR DE LA FERME ST LAZARE,75010.0,59.0,2.0,2.355242,48.876085
2022-1371968,Appartement,338500.0,9.0,RUE VILLEDO,75001.0,25.0,2.0,2.335968,48.866234
2022-1371969,Appartement,136000.0,9.0,RUE LA VIEUVILLE,75018.0,16.0,1.0,2.339605,48.884843
2022-1371981,Appartement,290000.0,44.0,RUE SAINT-GEORGES,75009.0,22.0,1.0,2.337363,48.876988
2022-1371982,Appartement,120000.0,23.0,RUE DES MARTYRS,75009.0,8.0,1.0,2.339175,48.878421
2022-1371983,Appartement,255000.0,10.0,RUE BACHELET,75018.0,24.0,2.0,2.345271,48.888404
2022-1371984,Appartement,320825.0,49.0,RUE DE RICHELIEU,75001.0,31.0,1.0,2.336992,48.866458
2022-1371988,Appartement,399990.0,47.0,RUE MARX DORMOY,75018.0,47.0,2.0,2.358804,48.887844
2022-1371990,Appartement,956000.0,28.0,RUE CONDORCET,75009.0,75.0,3.0,2.346454,48.87977
2022-1371997,Appartement,258000.0,11.0,RUE DE LA FERRONNERIE,75001.0,20.0,1.0,2.347674,48.860104
2022-1372002,Appartement,445000.0,11.0,RUE FRANCAISE,75002.0,37.0,2.0,2.347494,48.86458
2022-1372004,Appartement,1565000.0,70.0,RUE VIEILLE DU TEMPLE,75003.0,95.0,2.0,2.359927,48.859335
2022-1372005,Appartement,319000.0,34.0,RUE VERON,75018.0,27.0,2.0,2.335522,48.885111
2022-1372008,Appartement,1000000.0,24.0,RUE JEAN MERMOZ,75008.0,76.0,3.0,2.311974,48.87105
2022-1372009,Appartement,210000.0,41.0,RUE COQUILLIERE,75001.0,20.0,1.0,2.34065,48.864499
2022-1372010,Appartement,205685.0,4.0,RUE LA GRANGE AUX BELLES,75010.0,19.0,1.0,2.364473,48.873222
2022-1372015,Appartement,650000.0,28.0,RUE VIVIENNE,75002.0,46.0,2.0,2.341033,48.870248
2022-1372016,Appartement,366000.0,6.0,RUE DUSSOUBS,75002.0,30.0,1.0,2.348668,48.864792
2022-1372017,Appartement,287950.0,107.0,RUE LEGENDRE,75017.0,25.0,2.0,2.321829,48.888837
2022-1372018,Appartement,349000.0,8.0,VLA DE GUELMA,75018.0,30.0,2.0,2.337298,48.883051
2022-1372022,Appartement,389000.0,161.0,QUAI DE VALMY,75010.0,33.0,1.0,2.365873,48.878713
2022-1372027,Appartement,372180.0,28.0,RUE DU CAIRE,75002.0,30.0,2.0,2.350313,48.867773
2022-1372030,Appartement,81000.0,18.0,RUE GALVANI,75017.0,10.0,1.0,2.290526,48.884179
2022-1372038,Appartement,254000.0,40.0,RUE DU DOCTEUR HEULIN,75017.0,26.0,2.0,2.324759,48.891013
2022-1372050,Appartement,225300.0,38.0,RUE MESLAY,75003.0,20.0,1.0,2.358485,48.868251
2022-1372055,Appartement,347770.0,219.0,RUE SAINT MARTIN,75003.0,33.0,2.0,2.352721,48.86427
2022-1372056,Appartement,382000.0,10.0,RUE DES VIGNOLES,75020.0,42.0,2.0,2.398247,48.853185
2022-1372058,Appartement,265000.0,38.0,RUE BALLU,75009.0,25.0,2.0,2.328351,48.88252
2022-1372064,Appartement,353100.0,20.0,RUE D HAUTEVILLE,75010.0,30.0,1.0,2.350265,48.872249
2022-1372067,Appartement,390000.0,15.0,RUE JOSEPH DE MAISTRE,75018.0,42.0,2.0,2.333216,48.886108
2022-1372070,Appartement,211200.0,14.0,VLA STENDHAL,75020.0,20.0,1.0,2.402456,48.862425
2022-1372072,Appartement,317140.0,4.0,RUE GUSTAVE ROUANET,75018.0,30.0,2.0,2.340625,48.896686
2022-1372076,Appartement,790720.0,37.0,RUE DU FG POISSONNIERE,75009.0,69.0,2.0,2.347493,48.873585
2022-1372077,Appartement,190000.0,5.0,RUE DE L AGENT BAILLY,75009.0,23.0,1.0,2.341971,48.878001
2022-1372079,Appartement,290000.0,93.0,RUE DE LA JONQUIERE,75017.0,36.0,2.0,2.316963,48.894833
2022-1372082,Appartement,255000.0,7.0,RUE BELLOT,75019.0,24.0,2.0,2.367311,48.885867
2022-1372089,Appartement,484000.0,21.0,RUE DU DOCTEUR HEULIN,75017.0,42.0,3.0,2.323166,48.890332
2022-1372091,Appartement,304000.0,4.0,RUE DOUDEAUVILLE,75018.0,33.0,2.0,2.358909,48.889232
2022-1372094,Appartement,150000.0,80.0,RUE DU FBG POISSONNIERE,75010.0,19.0,1.0,2.348926,48.876602
2022-1372096,Appartement,930000.0,28.0,RUE SAINT-LAZARE,75009.0,68.0,3.0,2.336579,48.877019
2022-1372097,Appartement,150000.0,31.0,RUE DE RICHELIEU,75001.0,7.0,1.0,2.336424,48.865226
2022-1372098,Appartement,135000.0,82.0,RUE DES HAIES,75020.0,14.0,1.0,2.40389,48.854813
2022-1372100,Appartement,40000.0,39.0,RUE JEAN-BAPTISTE PIGALLE,75009.0,5.0,1.0,2.333955,48.880008
2022-1372103,Appartement,794000.0,1.0,BD DE BONNE NOUVELLE,75002.0,88.0,5.0,2.352294,48.869569
2022-1372105,Appartement,420000.0,27.0,RUE DE CLIGNANCOURT,75018.0,45.0,1.0,2.346845,48.88553
2022-1372107,Appartement,560000.0,8.0,RUE ANDRE GILL,75018.0,50.0,3.0,2.340351,48.882749
2022-1372113,Appartement,536600.0,41.0,RUE VILLIERS ISLE ADAM,75020.0,58.0,2.0,2.395215,48.867201
2022-1372116,Appartement,338000.0,15.0,RUE DE BELZUNCE,75010.0,29.0,2.0,2.349926,48.879492
2022-1372117,Appartement,150000.0,20.0,RUE ALPHONSE DE NEUVILLE,75017.0,18.0,1.0,2.302312,48.886336
2022-1372125,Appartement,710840.0,26.0,RUE LECLUSE,75017.0,72.0,4.0,2.325214,48.8849
2022-1372126,Appartement,279225.0,82.0,AV DE SAINT OUEN,75018.0,30.0,1.0,2.3276,48.892418
2022-1372129,Appartement,869480.0,3.0,QUAI DE BOURBON,75004.0,37.0,2.0,2.356822,48.852411
2022-1372130,Appartement,191100.0,2.0,PAS PENEL,75018.0,22.0,1.0,2.34308,48.89597
2022-1372137,Appartement,508000.0,71.0,RUE SAINT BLAISE,75020.0,61.0,3.0,2.409263,48.857182
2022-1372138,Appartement,555000.0,5.0,RUE LEMERCIER,75017.0,51.0,3.0,2.324731,48.885393
2022-1372140,Appartement,360000.0,16.0,RUE DES RENAUDES,75017.0,34.0,1.0,2.299985,48.87953
2022-1372141,Appartement,1000000.0,103.0,RUE D ABOUKIR,75002.0,99.0,3.0,2.348899,48.868554
2022-1372146,Appartement,96000.0,102.0,RUE REAUMUR,75002.0,8.0,1.0,2.348181,48.867538
2022-1372154,Appartement,1380000.0,36.0,RUE DE DUNKERQUE,75010.0,134.0,4.0,2.350011,48.881187
2022-1372157,Appartement,373000.0,43.0,RUE DE MONTMORENCY,75003.0,20.0,2.0,2.353508,48.863277
2022-1372158,Appartement,217050.0,43.0,RUE MARX DORMOY,75018.0,29.0,2.0,2.359316,48.887456
2022-1372160,Appartement,840000.0,32.0,AV MARCEAU,75008.0,65.0,3.0,2.299793,48.867469
2022-1372161,Appartement,450000.0,66.0,RUE RENE BOULANGER,75010.0,46.0,3.0,2.35859,48.869263
2022-1372162,Appartement,527005.0,17.0,RUE PAUL LELONG,75002.0,36.0,1.0,2.342143,48.867445
2022-1372167,Appartement,460000.0,39.0,RUE GANNERON,75018.0,50.0,2.0,2.327278,48.88812
2022-1372169,Appartement,340000.0,140.0,RUE DU FBG SAINT DENIS,75010.0,25.0,2.0,2.35658,48.877338
2022-1372172,Appartement,735000.0,7.0,RUE DES CLOYS,75018.0,58.0,3.0,2.340631,48.89239
2022-1372176,Appartement,430000.0,73.0,RUE PETIT,75019.0,51.0,2.0,2.388854,48.886173
2022-1372177,Appartement,122500.0,30.0,AV SIMON BOLIVAR,75019.0,13.0,1.0,2.383165,48.874937
2022-1372178,Appartement,282705.0,21.0,RUE DES EPINETTES,75017.0,31.0,2.0,2.321548,48.894747
2022-1372184,Appartement,1536800.0,12.0,RUE DE PHALSBOURG,75017.0,105.0,4.0,2.309498,48.881893
2022-1372191,Appartement,258000.0,59.0,RUE OLIVIER METRA,75020.0,28.0,2.0,2.392319,48.874629
2022-1372194,Appartement,627500.0,50.0,RUE DE RIVOLI,75004.0,40.0,2.0,2.354255,48.85708
2022-1372196,Appartement,165000.0,38.0,RUE DE TORCY,75018.0,17.0,1.0,2.361947,48.891505
2022-1372200,Appartement,310000.0,105.0,RUE DE BELLEVILLE,75019.0,29.0,2.0,2.386427,48.875033
2022-1372202,Appartement,322550.0,12.0,RUE NEUVE LA CHARDONNIERE,75018.0,33.0,2.0,2.348434,48.895139
2022-1372203,Appartement,480000.0,16.0,RUE LEOPOLD BELLAN,75002.0,25.0,2.0,2.345907,48.86678
2022-1372204,Appartement,299000.0,22.0,RUE DAVY,75017.0,26.0,2.0,2.324773,48.891319
2022-1372206,Appartement,564300.0,93.0,RUE NOLLET,75017.0,42.0,3.0,2.318186,48.888454
2022-1372207,Appartement,410000.0,38.0,RUE BRUNEL,75017.0,36.0,1.0,2.288312,48.878768
2022-1372210,Appartement,165000.0,34.0,RUE DE MONTMORENCY,75003.0,14.0,1.0,2.354272,48.863529
2022-1372211,Appartement,1600000.0,8.0,RUE GOUNOD,75017.0,137.0,5.0,2.300637,48.883577
2022-1372214,Appartement,197500.0,56.0,RUE GAUTHEY,75017.0,19.0,2.0,2.322162,48.893513
2022-1372215,Appartement,315000.0,6.0,RUE EUGENE SUE,75018.0,34.0,2.0,2.346355,48.890778
2022-1372221,Appartement,195000.0,22.0,AV DE SAINT OUEN,75018.0,22.0,1.0,2.326738,48.888353
2022-1372222,Appartement,414220.0,16.0,RUE BOINOD,75018.0,41.0,2.0,2.350593,48.892617
2022-1372227,Appartement,176500.0,98.0,RUE DES COURONNES,75020.0,20.0,1.0,2.388645,48.8707
2022-1372228,Appartement,349130.0,220.0,RUE MARCADET,75018.0,30.0,2.0,2.333051,48.892134
2022-1372231,Appartement,540000.0,32.0,RUE PIERRE SEMARD,75009.0,57.0,3.0,2.348573,48.878778
2022-1372240,Appartement,867950.0,39.0,RUE DES TROIS FRERES,75018.0,60.0,3.0,2.339785,48.884957
2022-1372243,Appartement,160000.0,18.0,RUE GALVANI,75017.0,16.0,1.0,2.290526,48.884179
2022-1372244,Appartement,329000.0,43.0,RUE DES ABBESSES,75018.0,25.0,2.0,2.336277,48.885081
2022-1372246,Appartement,530000.0,14.0,RUE DU HUIT MAI 1945,75010.0,63.0,3.0,2.356549,48.876598
2022-1372251,Appartement,227600.0,38.0,RUE DES EPINETTES,75017.0,22.0,1.0,2.323874,48.8963
2022-1372253,Appartement,187000.0,54.0,RUE SAINT BLAISE,75020.0,23.0,1.0,2.406827,48.857898
2022-1372258,Appartement,109000.0,17.0,RUE ALPHONSE PENAUD,75020.0,12.0,1.0,2.406789,48.86809
2022-1372259,Appartement,299000.0,73.0,RUE DAMREMONT,75018.0,26.0,2.0,2.335689,48.89296
2022-1372266,Appartement,473700.0,6.0,RUE GUSTAVE ROUANET,75018.0,44.0,3.0,2.340625,48.896686
2022-1372273,Appartement,266700.0,26.0,RUE DU SIMPLON,75018.0,32.0,2.0,2.350355,48.894001
2022-1372278,Appartement,290000.0,12.0,RUE CAROLUS DURAN,75019.0,32.0,2.0,2.401374,48.877866
2022-1372282,Appartement,359729.78,81.0,RUE TRUFFAUT,75017.0,34.0,3.0,2.317467,48.888076
2022-1372288,Appartement,810000.0,21.0,RUE DAUTANCOURT,75017.0,65.0,3.0,2.324561,48.890018
2022-1372290,Appartement,405000.0,59.0,RUE CUSTINE,75018.0,40.0,2.0,2.343115,48.889516
2022-1372297,Appartement,204500.0,48.0,BD DE CHARONNE,75020.0,19.0,1.0,2.398615,48.851653
2022-1372301,Appartement,625000.0,49.0,RUE CONDORCET,75009.0,50.0,2.0,2.343135,48.879976
2022-1372307,Appartement,326000.0,22.0,RUE DE BAGNOLET,75020.0,38.0,3.0,2.396653,48.856564
2022-1372308,Appartement,152000.0,9.0,RUE JOUYE ROUVE,75020.0,17.0,2.0,2.383073,48.872928
2022-1372309,Appartement,271500.0,6.0,VLA TOCCATA,75019.0,28.0,1.0,2.386248,48.88932
2022-1372310,Appartement,260000.0,146.0,BD MACDONALD,75019.0,33.0,1.0,2.378428,48.899196
2022-1372314,Appartement,490000.0,71.0,BD BEAUMARCHAIS,75003.0,39.0,1.0,2.367496,48.85808
2022-1372330,Appartement,205000.0,4.0,RUE CATULLE MENDES,75017.0,17.0,1.0,2.291886,48.886697
2022-1372341,Appartement,370000.0,44.0,AV PTE DES POISSONNIERS,75018.0,41.0,2.0,2.35255,48.900565
2022-1372346,Appartement,270000.0,19.0,RUE RODIER,75009.0,28.0,2.0,2.342654,48.878736
2022-1372347,Appartement,148000.0,5.0,RUE DE L AGENT BAILLY,75009.0,11.0,1.0,2.341971,48.878001
2022-1372348,Appartement,240000.0,9.0,RUE DE ROMAINVILLE,75019.0,34.0,2.0,2.399188,48.876276
2022-1372352,Appartement,580000.0,51.0,RUE PIAT,75020.0,64.0,3.0,2.383516,48.872956
2022-1372356,Appartement,422000.0,39.0,RUE DE BAGNOLET,75020.0,55.0,3.0,2.397195,48.857007
2022-1372363,Appartement,260747.66,50.0,RUE DU CHATEAU LANDON,75010.0,20.0,2.0,2.364353,48.883373
2022-1372366,Appartement,181940.0,5.0,RUE DE L ALSACE LORRAINE,75019.0,19.0,1.0,2.39278,48.882581
2022-1372377,Appartement,475000.0,38.0,AV MARCEAU,75008.0,29.0,1.0,2.299649,48.868219
2022-1372388,Appartement,100000.0,9.0,BD DE DIXMUDE,75017.0,10.0,2.0,2.285127,48.883028
2022-1372390,Appartement,200000.0,10.0,RUE DE BIZERTE,75017.0,22.0,2.0,2.323144,48.885164
